FL, B15, B30, B45, B60, B75, A90, A75, A60, A45, A30, A15, FR, vel-10, vel-9, vel-8, vel-7, vel-6, vel-5, vel-4, vel-3, vel-2, vel-1, steering_angle, throttle, brake
2.194613, 2.271496, 2.537077, 3.098963, 4.376476, 8.430874, 22.492960, 6.624506, 3.418535, 2.394963, 1.847710, 1.585624, 1.479265, 12.121895, 13.469368, 14.878652, 16.353616, 17.899177, 19.530992, 21.119053, 22.864634, 24.455670, 26.368464, -0.028040, 1.000000, -0.000000
2.177852, 2.250174, 2.508094, 3.055142, 4.294138, 8.166549, 21.930738, 6.859948, 3.492359, 2.455533, 1.932974, 1.654900, 1.541013, 13.469368, 14.878652, 16.353616, 17.899177, 19.530992, 21.119053, 22.864634, 24.455670, 26.368464, 27.983255, -0.027468, 1.000000, -0.000000
2.158183, 2.225798, 2.475707, 3.007350, 4.206721, 7.899152, 21.346331, 7.124928, 3.575342, 2.501050, 2.027172, 1.731342, 1.609088, 14.878652, 16.353616, 17.899177, 19.530992, 21.119053, 22.864634, 24.455670, 26.368464, 27.983255, 30.109684, -0.026026, 1.000000, -0.000000
2.135663, 2.198521, 2.440163, 2.955832, 4.114849, 7.630426, 20.749767, 7.421602, 3.667608, 2.551992, 2.068762, 1.813728, 1.682353, 16.353616, 17.899177, 19.530992, 21.119053, 22.864634, 24.455670, 26.368464, 27.983255, 30.109684, 31.547093, -0.024614, 1.000000, -0.000000
2.110375, 2.168685, 2.402256, 2.902313, 4.022379, 7.374243, 20.146229, 7.735235, 3.765607, 2.606864, 2.107280, 1.868915, 1.761845, 17.899177, 19.530992, 21.119053, 22.864634, 24.455670, 26.368464, 27.983255, 30.109684, 31.547093, 34.001159, -0.022886, 1.000000, -0.000000
2.082370, 2.136042, 2.361188, 2.845005, 3.924959, 7.112960, 19.539005, 8.089840, 3.874326, 2.667551, 2.149884, 1.902524, 1.820037, 19.530992, 21.119053, 22.864634, 24.455670, 26.368464, 27.983255, 30.109684, 31.547093, 34.001159, 35.183875, -0.021404, 0.972656, -0.000000
2.052394, 2.101695, 2.318650, 2.786639, 3.827941, 6.863628, 18.947660, 8.463558, 3.988003, 2.731319, 2.194893, 1.938294, 1.850979, 21.119053, 22.864634, 24.455670, 26.368464, 27.983255, 30.109684, 31.547093, 34.001159, 35.183875, 40.011300, -0.019782, 0.937499, -0.000000
2.020550, 2.065831, 2.275039, 2.727882, 3.732965, 6.630554, 18.368059, 8.844823, 4.104078, 2.797051, 2.241772, 1.975883, 1.883850, 22.864634, 24.455670, 26.368464, 27.983255, 30.109684, 31.547093, 34.001159, 35.183875, 40.011300, 37.516192, -0.018147, 0.929686, -0.000000
1.986559, 2.028080, 2.229714, 2.667830, 3.637698, 6.405718, 17.792732, 9.243546, 4.224929, 2.865932, 2.291160, 2.015745, 1.918929, 24.455670, 26.368464, 27.983255, 30.109684, 31.547093, 34.001159, 35.183875, 40.011300, 37.516192, 37.605192, -0.015719, 0.933593, -0.000000
1.951037, 1.989185, 2.183686, 2.607758, 3.544573, 6.194789, 17.226326, 9.357478, 4.346981, 2.936118, 2.341907, 2.056985, 1.955533, 26.368464, 27.983255, 30.109684, 31.547093, 34.001159, 35.183875, 40.011300, 37.516192, 37.605192, 38.821210, -0.011480, 0.933593, -0.000000
1.915808, 1.951404, 2.139882, 2.551936, 3.460807, 6.016047, 16.684992, 9.250217, 4.458305, 3.001791, 2.390309, 2.097017, 1.991622, 27.983255, 30.109684, 31.547093, 34.001159, 35.183875, 40.011300, 37.516192, 37.605192, 38.821210, 39.688297, -0.007549, 0.933593, -0.000000
1.881137, 1.914854, 2.098307, 2.500058, 3.385431, 5.864406, 16.162727, 9.110569, 4.558326, 3.062754, 2.436146, 2.135536, 2.026879, 30.109684, 31.547093, 34.001159, 35.183875, 40.011300, 37.516192, 37.605192, 38.821210, 39.688297, 40.595484, -0.003604, 0.937499, -0.000000
1.847552, 1.880107, 2.059529, 2.452777, 3.318960, 5.739626, 15.657754, 8.937260, 4.644980, 3.117773, 2.478585, 2.171913, 2.060749, 31.547093, 34.001159, 35.183875, 40.011300, 37.516192, 37.605192, 38.821210, 39.688297, 40.595484, 41.522116, 0.000226, 0.972656, -0.000000
1.815853, 1.847955, 2.024473, 2.411216, 3.263181, 5.645060, 15.170732, 8.726401, 4.714150, 3.164841, 2.516284, 2.205101, 2.092384, 34.001159, 35.183875, 40.011300, 37.516192, 37.605192, 38.821210, 39.688297, 40.595484, 41.522116, 42.418396, 0.003599, 1.000000, -0.000000
1.786408, 1.818712, 1.993300, 2.375444, 3.217767, 5.839642, 14.696927, 8.481046, 4.765741, 3.203709, 2.548920, 2.234830, 2.121447, 35.183875, 40.011300, 37.516192, 37.605192, 38.821210, 39.688297, 40.595484, 41.522116, 42.418396, 43.328228, 0.006851, 1.000000, -0.000000
1.759965, 1.793110, 1.966878, 2.346436, 3.184024, 6.317797, 14.235687, 8.201017, 4.797608, 3.232989, 2.575554, 2.260242, 2.147230, 40.011300, 37.516192, 37.605192, 38.821210, 39.688297, 40.595484, 41.522116, 42.418396, 43.328228, 44.346989, 0.008678, 1.000000, -0.000000
1.735979, 1.770344, 1.943940, 2.322209, 3.158174, 6.483355, 13.775555, 7.899521, 4.816255, 3.255516, 2.597774, 2.282396, 2.170385, 37.516192, 37.605192, 38.821210, 39.688297, 40.595484, 41.522116, 42.418396, 43.328228, 44.346989, 45.417906, 0.009908, 0.886717, -0.000000
1.714702, 1.750550, 1.924593, 2.302788, 3.139900, 6.497948, 13.314724, 17.715740, 4.823309, 3.271824, 2.615691, 2.301288, 2.190782, 37.605192, 38.821210, 39.688297, 40.595484, 41.522116, 42.418396, 43.328228, 44.346989, 45.417906, 46.492071, 0.010070, 0.800778, -0.000000
1.695483, 1.732875, 1.907593, 2.286139, 3.125664, 6.521630, 12.845400, 17.132673, 4.824899, 3.284608, 2.630938, 2.317890, 2.209163, 38.821210, 39.688297, 40.595484, 41.522116, 42.418396, 43.328228, 44.346989, 45.417906, 46.492071, 47.601333, 0.009946, 0.734371, -0.000000
1.678280, 1.717213, 1.892760, 2.272081, 3.228495, 6.552351, 12.366879, 16.537952, 4.666755, 3.294450, 2.643852, 2.332474, 2.225590, 39.688297, 40.595484, 41.522116, 42.418396, 43.328228, 44.346989, 45.417906, 46.492071, 47.601333, 48.463180, 0.009404, 0.691402, -0.000000
1.662759, 1.703154, 1.879555, 2.259792, 3.457612, 6.505277, 11.876806, 15.929673, 4.463740, 3.302525, 2.655096, 2.345460, 2.240443, 40.595484, 41.522116, 42.418396, 43.328228, 44.346989, 45.417906, 46.492071, 47.601333, 48.463180, 49.230825, 0.009032, 0.628901, -0.000000
1.649033, 1.690855, 1.868187, 2.331089, 3.664545, 6.372937, 11.377220, 15.310011, 4.258765, 3.308475, 2.664476, 2.356723, 2.253599, 41.522116, 42.418396, 43.328228, 44.346989, 45.417906, 46.492071, 47.601333, 48.463180, 49.230825, 49.885925, 0.008492, 0.558587, -0.000000
1.636892, 1.680043, 1.904561, 2.476924, 3.663500, 6.237795, 10.867997, 14.679266, 4.052922, 3.237990, 2.672443, 2.366569, 2.265234, 42.418396, 43.328228, 44.346989, 45.417906, 46.492071, 47.601333, 48.463180, 49.230825, 49.885925, 50.472245, 0.008134, 0.440452, -0.000000
1.626424, 1.723994, 2.016015, 2.626828, 3.664741, 6.101818, 10.352622, 14.041468, 3.846457, 3.077976, 2.678693, 2.374790, 2.275275, 43.328228, 44.346989, 45.417906, 46.492071, 47.601333, 48.463180, 49.230825, 49.885925, 50.472245, 50.943051, 0.008094, 0.313481, -0.000000
1.691109, 1.819546, 2.130408, 2.643768, 3.669584, 5.968517, 9.835808, 13.401593, 3.639205, 2.916753, 2.582878, 2.380990, 2.283359, 44.346989, 45.417906, 46.492071, 47.601333, 48.463180, 49.230825, 49.885925, 50.472245, 50.943051, 51.289883, 0.008027, 0.115068, -0.000000
1.779510, 1.916466, 2.182969, 2.643395, 3.677579, 5.837941, 9.320447, 12.763394, 3.696356, 2.755615, 2.442785, 2.332043, 2.289567, 45.417906, 46.492071, 47.601333, 48.463180, 49.230825, 49.885925, 50.472245, 50.943051, 51.289883, 51.407146, 0.008667, -0.000000, -0.000000
1.869435, 1.965113, 2.182933, 2.647196, 3.588760, 5.663292, 8.813355, 12.133983, 4.094007, 2.593897, 2.302032, 2.199841, 2.255660, 46.492071, 47.601333, 48.463180, 49.230825, 49.885925, 50.472245, 50.943051, 51.289883, 51.407146, 51.303965, 0.009606, -0.000000, -0.000000
1.906538, 1.966111, 2.186697, 2.655970, 3.505018, 5.431714, 8.315804, 11.514266, 4.461870, 2.434407, 2.160200, 2.066496, 2.121185, 47.601333, 48.463180, 49.230825, 49.885925, 50.472245, 50.943051, 51.289883, 51.407146, 51.303965, 50.823787, 0.011058, -0.000000, -0.000000
1.909144, 1.971180, 2.195373, 2.619161, 3.430300, 5.212572, 7.830540, 10.906842, 13.978494, 2.635762, 2.016460, 1.931363, 1.984802, 48.463180, 49.230825, 49.885925, 50.472245, 50.943051, 51.289883, 51.407146, 51.303965, 50.823787, 50.186708, 0.013094, -0.000000, -0.000000
1.916249, 1.981335, 2.193028, 2.563450, 3.367203, 5.009672, 7.360457, 10.314067, 13.338350, 2.819620, 2.053677, 1.793558, 1.845829, 49.230825, 49.885925, 50.472245, 50.943051, 51.289883, 51.407146, 51.303965, 50.823787, 50.186708, 49.599049, 0.015033, -0.000000, -0.000000
1.928132, 1.986488, 2.147648, 2.515880, 3.315876, 4.822581, 6.904085, 9.718527, 12.711547, 2.985541, 2.183153, 1.809464, 1.703782, 49.885925, 50.472245, 50.943051, 51.289883, 51.407146, 51.303965, 50.823787, 50.186708, 49.599049, 48.992347, 0.017704, -0.000000, -0.000000
1.933011, 1.947550, 2.109885, 2.477976, 3.230015, 4.654521, 6.463271, 9.129654, 12.099948, 3.131019, 2.299912, 1.911649, 1.740020, 50.472245, 50.943051, 51.289883, 51.407146, 51.303965, 50.823787, 50.186708, 49.599049, 48.992347, 48.378034, 0.021299, -0.000000, -0.000000
1.898353, 1.916919, 2.081852, 2.452585, 3.110094, 4.511977, 6.042490, 8.563910, 11.507329, 3.770890, 2.401079, 2.002471, 1.827268, 50.943051, 51.289883, 51.407146, 51.303965, 50.823787, 50.186708, 49.599049, 48.992347, 48.378034, 47.762788, 0.026749, -0.000000, -0.000000
1.873005, 1.896471, 2.065861, 2.410929, 3.008855, 4.241735, 5.645291, 8.025354, 10.936582, 4.421460, 2.483836, 2.079757, 1.903556, 51.289883, 51.407146, 51.303965, 50.823787, 50.186708, 49.599049, 48.992347, 48.378034, 47.762788, 47.146705, 0.034937, -0.000000, -0.000000
1.861099, 1.891135, 2.062141, 2.339136, 2.937323, 3.941028, 5.286827, 7.532771, 10.402081, 13.435487, 2.778166, 2.137601, 1.964224, 51.407146, 51.303965, 50.823787, 50.186708, 49.599049, 48.992347, 48.378034, 47.762788, 47.146705, 46.519029, 0.041468, -0.000000, -0.000000
1.862153, 1.897015, 2.005292, 2.286219, 2.892181, 3.659929, 4.956856, 7.070875, 9.891472, 12.977321, 3.068922, 2.249386, 2.010634, 51.303965, 50.823787, 50.186708, 49.599049, 48.992347, 48.378034, 47.762788, 47.146705, 46.519029, 45.949558, 0.050962, -0.000000, -0.000000
1.778441, 1.635721, 1.617059, 1.713022, 1.963857, 2.501033, 3.271782, 4.876524, 7.418971, 10.717735, 13.846130, 3.359259, 2.612413, 47.762788, 47.146705, 46.519029, 45.949558, 45.286852, 44.843546, 44.127640, 43.488896, 43.316033, 42.341175, 0.131922, -0.000000, -0.000000
1.624637, 1.509025, 1.505438, 1.609837, 1.867231, 2.323211, 3.058110, 4.603529, 7.114518, 10.434551, 13.673778, 3.559822, 2.755402, 47.146705, 46.519029, 45.949558, 45.286852, 44.843546, 44.127640, 43.488896, 43.316033, 42.341175, 41.574333, 0.139151, -0.000000, -0.000000
1.495437, 1.402144, 1.411282, 1.523275, 1.787843, 2.126676, 2.853723, 4.331211, 6.804842, 10.149118, 13.501987, 3.725197, 2.932018, 46.519029, 45.949558, 45.286852, 44.843546, 44.127640, 43.488896, 43.316033, 42.341175, 41.574333, 41.562443, 0.149407, -0.000000, -0.000000
1.390985, 1.316729, 1.337518, 1.457942, 1.620821, 1.949069, 2.672270, 4.078692, 6.513000, 9.881510, 13.359247, 3.848866, 3.078856, 45.949558, 45.286852, 44.843546, 44.127640, 43.488896, 43.316033, 42.341175, 41.574333, 41.562443, 40.395050, 0.156664, -0.000000, -0.000000
1.311344, 1.253397, 1.279631, 1.321408, 1.469343, 1.792422, 2.517397, 3.848949, 6.240384, 9.632318, 13.214445, 4.203887, 3.197608, 45.286852, 44.843546, 44.127640, 43.488896, 43.316033, 42.341175, 41.574333, 41.562443, 40.395050, 40.359609, 0.164365, -0.000000, -0.000000
1.257942, 1.175351, 1.144102, 1.193275, 1.342476, 1.664289, 2.344293, 3.662652, 6.010308, 9.421462, 13.030627, 4.469957, 3.285095, 44.843546, 44.127640, 43.488896, 43.316033, 42.341175, 41.574333, 41.562443, 40.395050, 40.359609, 39.086240, 0.172117, -0.000000, -0.000000
1.141141, 1.042906, 1.025054, 1.079524, 1.228749, 1.548668, 2.137208, 3.476805, 5.768661, 9.203175, 12.847575, 4.686652, 3.359001, 44.127640, 43.488896, 43.316033, 42.341175, 41.574333, 41.562443, 40.395050, 40.359609, 39.086240, 38.478797, 0.177297, -0.000000, -0.000000
1.012731, 0.935810, 0.929109, 0.988593, 1.139544, 1.451994, 1.955007, 3.339561, 5.568998, 9.021802, 12.689341, 4.829484, 3.478295, 43.488896, 43.316033, 42.341175, 41.574333, 41.562443, 40.395050, 40.359609, 39.086240, 38.478797, 38.451294, 0.185509, -0.000000, -0.000000
0.909825, 0.849802, 0.852241, 0.916341, 1.070257, 1.297363, 1.789231, 3.157764, 5.388368, 8.856366, 12.543759, 4.929911, 3.638942, 43.316033, 42.341175, 41.574333, 41.562443, 40.395050, 40.359609, 39.086240, 38.478797, 38.451294, 37.181567, 0.191340, -0.000000, -0.000000
0.626020, 0.611327, 0.640595, 0.722966, 0.901236, 1.315780, 2.419371, 4.946727, 8.024528, 12.385880, 7.155809, 4.094129, 3.451924, 27.705405, 27.159308, 26.627519, 25.632351, 25.954513, 24.688683, 24.357829, 24.953369, 23.846232, 24.037294, 0.352766, 0.142855, -0.000000
0.680464, 0.673060, 0.714846, 0.819518, 1.045200, 1.592952, 2.695046, 5.129254, 8.446368, 12.842006, 6.218822, 3.948160, 3.345284, 27.159308, 26.627519, 25.632351, 25.954513, 24.688683, 24.357829, 24.953369, 23.846232, 24.037294, 23.799334, 0.354032, 0.166659, -0.000000
0.750983, 0.752505, 0.810448, 0.944908, 1.236225, 1.834445, 3.105842, 5.399141, 8.895398, 13.285251, 5.535522, 3.800236, 3.232259, 26.627519, 25.632351, 25.954513, 24.688683, 24.357829, 24.953369, 23.846232, 24.037294, 23.799334, 23.534156, 0.354644, 0.186496, -0.000000
0.839275, 0.852364, 0.931635, 1.106456, 1.474634, 2.042798, 3.736941, 5.799485, 9.338227, 13.812965, 4.986198, 3.646326, 3.111213, 25.632351, 25.954513, 24.688683, 24.357829, 24.953369, 23.846232, 24.037294, 23.799334, 23.534156, 23.416842, 0.357089, 0.206332, -0.000000
0.940628, 0.968004, 1.073995, 1.300371, 1.612591, 2.315649, 3.916955, 6.179152, 9.898472, 14.452296, 4.595543, 3.500937, 2.998789, 25.954513, 24.688683, 24.357829, 24.953369, 23.846232, 24.037294, 23.799334, 23.534156, 23.416842, 22.813828, 0.356577, 0.234119, -0.000000
1.059271, 1.105048, 1.245733, 1.421078, 1.796254, 2.690892, 4.115424, 6.512849, 10.382352, 15.285198, 4.285655, 3.352619, 2.922558, 24.688683, 24.357829, 24.953369, 23.846232, 24.037294, 23.799334, 23.534156, 23.416842, 22.813828, 23.153470, 0.357988, 0.257923, -0.000000
1.196491, 1.263371, 1.354445, 1.570426, 2.037116, 3.141371, 4.397770, 6.979397, 10.828432, 16.384470, 3.992425, 3.200920, 2.838139, 24.357829, 24.953369, 23.846232, 24.037294, 23.799334, 23.534156, 23.416842, 22.813828, 23.153470, 23.100023, 0.356597, 0.273793, -0.000000
1.349300, 1.364921, 1.485276, 1.754052, 2.341503, 3.280085, 4.774828, 7.473144, 11.395864, 17.804899, 3.721128, 3.051106, 2.749264, 24.953369, 23.846232, 24.037294, 23.799334, 23.534156, 23.416842, 22.813828, 23.153470, 23.100023, 23.115440, 0.362390, 0.281727, -0.000000
1.446472, 1.482994, 1.638311, 1.972517, 2.714266, 3.460482, 5.120480, 7.909055, 11.864779, 5.661852, 3.472334, 2.905674, 2.658262, 23.846232, 24.037294, 23.799334, 23.534156, 23.416842, 22.813828, 23.153470, 23.100023, 23.115440, 22.674055, 0.356255, 0.281727, -0.000000
1.556773, 1.617228, 1.814089, 2.228642, 2.817459, 3.684610, 5.408669, 8.450200, 12.422488, 4.972757, 3.243623, 2.764874, 2.565787, 24.037294, 23.799334, 23.534156, 23.416842, 22.813828, 23.153470, 23.100023, 23.115440, 22.674055, 23.706935, 0.345681, 0.281727, -0.000000
1.679949, 1.768005, 2.014166, 2.480454, 2.945740, 3.959201, 5.764453, 8.899732, 13.089520, 4.432995, 3.030797, 2.627525, 2.471373, 23.799334, 23.534156, 23.416842, 22.813828, 23.153470, 23.100023, 23.115440, 22.674055, 23.706935, 22.531567, 0.331853, 0.281727, -0.000000
1.813114, 1.932141, 2.235138, 2.559631, 3.093766, 4.235292, 6.164217, 9.218719, 13.851508, 4.009224, 2.836137, 2.496369, 2.377429, 23.534156, 23.416842, 22.813828, 23.153470, 23.100023, 23.115440, 22.674055, 23.706935, 22.531567, 22.738847, 0.318434, 0.293645, -0.000000
1.959067, 2.113706, 2.374922, 2.656278, 3.269600, 4.411899, 6.429943, 9.594960, 14.763423, 3.651622, 2.650355, 2.365975, 2.280167, 23.416842, 22.813828, 23.153470, 23.100023, 23.115440, 22.674055, 23.706935, 22.531567, 22.738847, 23.738926, 0.305212, 0.297612, -0.000000
2.117711, 2.313009, 2.444199, 2.770303, 3.474760, 4.620760, 6.743131, 9.959929, 15.852802, 3.344154, 2.472059, 2.235882, 2.179318, 22.813828, 23.153470, 23.100023, 23.115440, 22.674055, 23.706935, 22.531567, 22.738847, 23.738926, 23.045809, 0.291410, 0.317449, -0.000000
2.287350, 2.373186, 2.524173, 2.898873, 3.653742, 4.858342, 7.100108, 10.259028, 17.137537, 3.079604, 2.303712, 2.107210, 2.075931, 23.153470, 23.100023, 23.115440, 22.674055, 23.706935, 22.531567, 22.738847, 23.738926, 23.045809, 23.614189, 0.274449, 0.337285, -0.000000
2.433249, 2.435552, 2.619810, 3.049894, 3.776919, 5.138351, 7.408829, 10.615129, 19.736452, 2.835975, 2.169630, 1.975112, 1.966311, 23.100023, 23.115440, 22.674055, 23.706935, 22.531567, 22.738847, 23.738926, 23.045809, 23.614189, 23.793389, 0.258022, 0.432517, -0.000000
2.478420, 2.504823, 2.722944, 3.211678, 3.907537, 5.285525, 7.564413, 10.978552, 5.819722, 2.625577, 2.047319, 1.844054, 1.853601, 23.115440, 22.674055, 23.706935, 22.531567, 22.738847, 23.738926, 23.045809, 23.614189, 23.793389, 23.723136, 0.235340, 0.496010, -0.000000
2.532819, 2.584040, 2.838834, 3.289035, 4.056569, 5.453527, 7.739883, 11.388911, 4.427644, 2.430035, 1.927926, 1.709491, 1.734565, 22.674055, 23.706935, 22.531567, 22.738847, 23.738926, 23.045809, 23.614189, 23.793389, 23.723136, 24.386939, 0.213385, 0.574212, -0.000000
2.589180, 2.663090, 2.952922, 3.355250, 4.194770, 5.599579, 7.876473, 11.740658, 3.831141, 2.267236, 1.824096, 1.612202, 1.613824, 23.706935, 22.531567, 22.738847, 23.738926, 23.045809, 23.614189, 23.793389, 23.723136, 24.386939, 24.936724, 0.185019, 0.578119, -0.000000
2.647160, 2.742278, 2.994393, 3.415574, 4.284778, 5.725727, 7.976852, 12.036691, 3.533842, 2.126381, 1.730720, 1.542808, 1.490172, 22.531567, 22.738847, 23.738926, 23.045809, 23.614189, 23.793389, 23.723136, 24.386939, 24.936724, 25.734622, 0.165089, 0.574212, -0.000000
2.714824, 2.832936, 3.031529, 3.489156, 4.326917, 5.858305, 8.001950, 12.391438, 3.286440, 1.982970, 1.632361, 1.467528, 1.422906, 22.738847, 23.738926, 23.045809, 23.614189, 23.793389, 23.723136, 24.386939, 24.936724, 25.734622, 26.303399, 0.142327, 0.574212, -0.000000
2.783976, 2.859042, 3.066756, 3.558041, 4.358813, 5.827289, 7.991978, 12.686026, 3.150758, 1.854734, 1.541172, 1.395555, 1.361599, 23.738926, 23.045809, 23.614189, 23.793389, 23.723136, 24.386939, 24.936724, 25.734622, 26.303399, 27.202916, 0.120453, 0.558587, -0.000000
2.851535, 2.869958, 3.095443, 3.595404, 4.372107, 5.767940, 7.934250, 12.874556, 3.106376, 1.742602, 1.458922, 1.328747, 1.303077, 23.045809, 23.614189, 23.793389, 23.723136, 24.386939, 24.936724, 25.734622, 26.303399, 27.202916, 29.800359, 0.096158, 0.519524, -0.000000
2.851668, 2.872088, 3.110266, 3.558409, 4.352259, 5.662007, 7.800215, 12.873692, 3.164155, 1.650133, 1.388814, 1.270160, 1.250226, 23.614189, 23.793389, 23.723136, 24.386939, 24.936724, 25.734622, 26.303399, 27.202916, 29.800359, 28.183389, 0.077251, 0.468238, -0.000000
2.841261, 2.869962, 3.117937, 3.510288, 4.313519, 5.527967, 7.619299, 12.754474, 3.267063, 1.719657, 1.323878, 1.214715, 1.199151, 23.793389, 23.723136, 24.386939, 24.936724, 25.734622, 26.303399, 27.202916, 29.800359, 28.183389, 28.639759, 0.058222, 0.448386, -0.000000
2.827196, 2.861640, 3.079423, 3.448329, 4.251645, 5.361517, 7.384764, 12.491020, 3.422324, 1.827842, 1.311912, 1.163754, 1.151209, 23.723136, 24.386939, 24.936724, 25.734622, 26.303399, 27.202916, 29.800359, 28.183389, 28.639759, 29.682227, 0.044933, 0.448386, -0.000000
2.027558, 1.943545, 1.948909, 2.077850, 2.401129, 3.093908, 4.808853, 14.709191, 16.689138, 5.417415, 3.545987, 2.872625, 2.392050, 32.733961, 33.510836, 34.308630, 35.106625, 35.910314, 35.871176, 35.939678, 36.062316, 36.118701, 36.437328, 0.166655, 0.440452, -0.000000
1.976758, 1.868759, 1.877556, 2.022715, 2.368271, 3.112953, 5.041358, 17.215776, 13.987453, 5.147530, 3.446917, 2.836911, 2.484069, 33.510836, 34.308630, 35.106625, 35.910314, 35.871176, 35.939678, 36.062316, 36.118701, 36.437328, 36.568053, 0.178604, 0.448386, -0.000000
1.900089, 1.796745, 1.823228, 1.985117, 2.356344, 3.164551, 5.373270, 19.521576, 11.534424, 4.893914, 3.339261, 2.789598, 2.548803, 34.308630, 35.106625, 35.910314, 35.871176, 35.939678, 36.062316, 36.118701, 36.437328, 36.568053, 36.317032, 0.187152, 0.448386, -0.000000
1.829590, 1.749231, 1.794224, 1.976632, 2.383134, 3.282808, 5.920930, 21.045866, 9.686154, 4.610276, 3.206424, 2.719843, 2.514354, 35.106625, 35.910314, 35.871176, 35.939678, 36.062316, 36.118701, 36.437328, 36.568053, 36.317032, 36.650565, 0.194870, 0.456321, -0.000000
1.734329, 1.739727, 1.875746, 2.189959, 2.871195, 4.627883, 14.732321, 13.827792, 5.536684, 3.525557, 2.728935, 2.347149, 2.212424, 36.118701, 36.437328, 36.568053, 36.317032, 36.650565, 36.762612, 36.764499, 36.849726, 36.953045, 36.801081, 0.148085, 0.617182, -0.000000
1.741086, 1.758189, 1.909581, 2.249763, 2.991889, 4.973057, 16.152643, 12.566431, 5.202822, 3.399112, 2.664783, 2.312198, 2.176295, 36.437328, 36.568053, 36.317032, 36.650565, 36.762612, 36.764499, 36.849726, 36.953045, 36.801081, 37.706995, 0.134073, 0.660151, -0.000000
1.755870, 1.784677, 1.952400, 2.321231, 3.132309, 5.824802, 17.082287, 11.250955, 4.898247, 3.274389, 2.597502, 2.272622, 2.153617, 36.568053, 36.317032, 36.650565, 36.762612, 36.764499, 36.849726, 36.953045, 36.801081, 37.706995, 37.356158, 0.113876, 0.707027, -0.000000
1.771626, 1.809980, 1.991577, 2.385452, 3.258369, 6.738838, 17.510210, 10.147943, 4.672909, 3.177033, 2.543000, 2.239270, 2.133322, 36.317032, 36.650565, 36.762612, 36.764499, 36.849726, 36.953045, 36.801081, 37.706995, 37.356158, 37.779786, 0.094943, 0.820310, -0.000000
1.785557, 1.831398, 2.024201, 2.438628, 3.363367, 7.114770, 17.780994, 9.427687, 4.510127, 3.104153, 2.501186, 2.213100, 2.116905, 36.650565, 36.762612, 36.764499, 36.849726, 36.953045, 36.801081, 37.706995, 37.356158, 37.779786, 40.450456, 0.068336, 0.906249, -0.000000
1.787261, 1.836603, 2.034312, 2.457644, 3.405660, 7.289588, 17.620859, 9.138836, 4.446644, 3.077793, 2.487685, 2.206169, 2.114320, 36.762612, 36.764499, 36.849726, 36.953045, 36.801081, 37.706995, 37.356158, 37.779786, 40.450456, 37.911295, 0.051322, 1.000000, -0.000000
1.786620, 1.838260, 2.039075, 2.468086, 3.431109, 7.404878, 17.346703, 8.962703, 4.408990, 3.063107, 2.480940, 2.203523, 2.114481, 36.764499, 36.849726, 36.953045, 36.801081, 37.706995, 37.356158, 37.779786, 40.450456, 37.911295, 37.842661, 0.033014, 1.000000, -0.000000
1.785224, 1.838443, 2.041348, 2.474123, 3.642079, 7.484659, 17.029070, 8.847420, 4.385107, 3.054358, 2.477383, 2.202713, 2.115593, 36.849726, 36.953045, 36.801081, 37.706995, 37.356158, 37.779786, 40.450456, 37.911295, 37.842661, 41.829511, 0.020418, 1.000000, -0.000000
1.768557, 1.819497, 2.018054, 2.442291, 3.755571, 7.332026, 16.481314, 9.051933, 4.449480, 3.090373, 2.502650, 2.222585, 2.132577, 36.953045, 36.801081, 37.706995, 37.356158, 37.779786, 40.450456, 37.911295, 37.842661, 41.829511, 38.480089, 0.012666, 1.000000, -0.000000
1.755851, 1.805989, 2.002516, 2.429249, 3.903371, 7.264506, 16.021179, 8.997427, 4.483511, 3.111839, 2.519034, 2.236471, 2.145378, 36.801081, 37.706995, 37.356158, 37.779786, 40.450456, 37.911295, 37.842661, 41.829511, 38.480089, 38.284525, 0.008315, 1.000000, -0.000000
1.751734, 1.803032, 2.000877, 2.548986, 3.949584, 7.316260, 15.672352, 8.772553, 4.470130, 3.108977, 2.519612, 2.238897, 2.149241, 37.706995, 37.356158, 37.779786, 40.450456, 37.911295, 37.842661, 41.829511, 38.480089, 38.284525, 43.935063, 0.001031, 1.000000, -0.000000
1.728481, 1.776124, 2.001220, 2.608786, 3.864627, 7.081125, 15.054672, 8.776553, 4.571157, 3.163701, 2.557006, 2.267587, 2.173114, 37.356158, 37.779786, 40.450456, 37.911295, 37.842661, 41.829511, 38.480089, 38.284525, 43.935063, 38.846581, -0.001510, 1.000000, -0.000000
1.704782, 1.760311, 2.055872, 2.673586, 3.791459, 6.893994, 14.489142, 8.744440, 4.660373, 3.213880, 2.592443, 2.295672, 2.197346, 37.779786, 40.450456, 37.911295, 37.842661, 41.829511, 38.480089, 38.284525, 43.935063, 38.846581, 38.522552, 0.001541, 1.000000, -0.000000
1.687775, 1.810104, 2.110780, 2.700100, 3.719413, 6.715121, 13.896801, 8.706363, 4.750656, 3.264872, 2.628592, 2.324477, 2.222351, 40.450456, 37.911295, 37.842661, 41.829511, 38.480089, 38.284525, 43.935063, 38.846581, 38.522552, 40.813354, 0.001801, 1.000000, -0.000000
