FL, B15, B30, B45, B60, B75, A90, A75, A60, A45, A30, A15, FR, vel-10, vel-9, vel-8, vel-7, vel-6, vel-5, vel-4, vel-3, vel-2, vel-1, steering_angle, throttle, brake
1.311700, 1.350465, 1.507116, 1.972371, 3.107653, 5.766903, 14.275911, 9.631884, 5.375525, 3.741567, 3.033587, 2.696485, 2.589198, 35.805963, 37.400615, 36.881991, 39.317447, 37.814049, 38.164260, 41.961603, 38.870353, 38.808455, 42.730277, 0.014485, 1.000000, -0.000000
1.310299, 1.365947, 1.603914, 2.102689, 3.121380, 5.825377, 13.956977, 9.872684, 5.347575, 3.731184, 3.029304, 2.695375, 2.590348, 37.400615, 36.881991, 39.317447, 37.814049, 38.164260, 41.961603, 38.870353, 38.808455, 42.730277, 39.607116, 0.013512, 1.000000, -0.000000
1.344437, 1.451515, 1.707015, 2.243078, 3.147590, 5.920201, 13.679722, 10.061152, 5.302784, 3.711933, 3.019166, 2.689980, 2.588104, 36.881991, 39.317447, 37.814049, 38.164260, 41.961603, 38.870353, 38.808455, 42.730277, 39.607116, 39.537249, 0.011930, 1.000000, -0.000000
1.423245, 1.538294, 1.811593, 2.261593, 3.174129, 6.013124, 13.385146, 10.263793, 5.260355, 3.692933, 3.008608, 2.683810, 2.584857, 39.317447, 37.814049, 38.164260, 41.961603, 38.870353, 38.808455, 42.730277, 39.607116, 39.537249, 42.860895, 0.009542, 1.000000, -0.000000
1.501756, 1.624181, 1.862060, 2.268389, 3.188534, 6.065374, 13.001328, 18.324926, 5.237471, 3.682832, 3.003151, 2.680751, 2.583403, 37.814049, 38.164260, 41.961603, 38.870353, 38.808455, 42.730277, 39.607116, 39.537249, 42.860895, 40.432139, 0.006651, 1.000000, -0.000000
1.580525, 1.672982, 1.866093, 2.275267, 3.203120, 6.118204, 12.595520, 17.811850, 5.214739, 3.672700, 2.997573, 2.677586, 2.581846, 38.164260, 41.961603, 38.870353, 38.808455, 42.730277, 39.607116, 39.537249, 42.860895, 40.432139, 40.482657, 0.005644, 1.000000, -0.000000
1.620024, 1.675663, 1.870111, 2.281845, 3.216619, 6.080472, 12.179314, 17.290890, 5.194718, 3.663496, 2.992300, 2.674399, 2.580008, 41.961603, 38.870353, 38.808455, 42.730277, 39.607116, 39.537249, 42.860895, 40.432139, 40.482657, 43.549540, 0.004122, 1.000000, -0.000000
1.619861, 1.675638, 1.870285, 2.282392, 3.218169, 5.876751, 11.716861, 16.732965, 5.159929, 3.662396, 2.991837, 2.674316, 2.580164, 38.870353, 38.808455, 42.730277, 39.607116, 39.537249, 42.860895, 40.432139, 40.482657, 43.549540, 41.421893, 0.003203, 1.000000, -0.000000
1.620459, 1.676681, 1.872005, 2.285406, 3.224588, 5.680388, 11.264751, 16.181232, 5.029915, 3.658069, 2.989524, 2.673006, 2.579561, 38.808455, 42.730277, 39.607116, 39.537249, 42.860895, 40.432139, 40.482657, 43.549540, 41.421893, 41.559019, 0.003033, 1.000000, -0.000000
1.621318, 1.677927, 1.873860, 2.288418, 3.230778, 5.480513, 10.804921, 15.621966, 4.899543, 3.653903, 2.987108, 2.671515, 2.578694, 42.730277, 39.607116, 39.537249, 42.860895, 40.432139, 40.482657, 43.549540, 41.421893, 41.559019, 44.053491, 0.002940, 1.000000, -0.000000
1.621379, 1.678044, 1.874036, 2.288763, 3.231511, 5.265725, 10.318377, 15.038380, 4.771758, 3.653411, 2.986856, 2.671376, 2.578625, 39.607116, 39.537249, 42.860895, 40.432139, 40.482657, 43.549540, 41.421893, 41.559019, 44.053491, 42.676090, 0.003972, 1.000000, -0.000000
1.622636, 1.679666, 1.876241, 2.292110, 3.237810, 5.062667, 9.831794, 14.448605, 4.635825, 3.619523, 2.984191, 2.669561, 2.577364, 39.537249, 42.860895, 40.432139, 40.482657, 43.549540, 41.421893, 41.559019, 44.053491, 42.676090, 43.128741, 0.005180, 1.000000, -0.000000
1.625961, 1.683730, 1.881665, 2.300099, 3.252522, 4.919981, 9.348175, 13.854434, 4.624574, 3.507945, 2.977829, 2.665102, 2.574043, 42.860895, 40.432139, 40.482657, 43.549540, 41.421893, 41.559019, 44.053491, 42.676090, 43.128741, 44.439594, 0.007600, 1.000000, -0.000000
1.632154, 1.691199, 1.891347, 2.314149, 3.115327, 4.789895, 8.868163, 13.255979, 4.780447, 3.388704, 2.951134, 2.657066, 2.567857, 40.432139, 40.482657, 43.549540, 41.421893, 41.559019, 44.053491, 42.676090, 43.128741, 44.439594, 45.371452, 0.008294, 1.000000, -0.000000
1.640250, 1.700733, 1.903515, 2.331494, 2.975661, 4.662046, 8.379075, 12.644691, 4.931395, 3.264633, 2.845508, 2.646964, 2.559802, 40.482657, 43.549540, 41.421893, 41.559019, 44.053491, 42.676090, 43.128741, 44.439594, 45.371452, 46.430369, 0.010551, 1.000000, -0.000000
1.653254, 1.716166, 1.923350, 2.248799, 2.846404, 4.563286, 7.912451, 12.045051, 5.661808, 3.169294, 2.732202, 2.573970, 2.546924, 43.549540, 41.421893, 41.559019, 44.053491, 42.676090, 43.128741, 44.439594, 45.371452, 46.430369, 47.767255, 0.011963, 0.890623, -0.000000
1.669822, 1.735483, 1.877220, 2.144248, 2.746347, 4.473326, 7.441935, 11.437529, 14.716671, 3.251539, 2.613987, 2.465730, 2.497027, 41.421893, 41.559019, 44.053491, 42.676090, 43.128741, 44.439594, 45.371452, 46.430369, 47.767255, 49.622780, 0.014553, 0.695308, -0.000000
1.691876, 1.685638, 1.787578, 2.045766, 2.687422, 4.295155, 6.982495, 10.832838, 14.041785, 3.320433, 2.566362, 2.350961, 2.384454, 41.559019, 44.053491, 42.676090, 43.128741, 44.439594, 45.371452, 46.430369, 47.767255, 49.622780, 48.915832, 0.016155, 0.574212, -0.000000
1.619745, 1.602766, 1.702881, 1.988966, 2.639017, 4.030617, 6.529823, 10.228841, 13.367947, 3.377023, 2.619145, 2.255765, 2.266087, 44.053491, 42.676090, 43.128741, 44.439594, 45.371452, 46.430369, 47.767255, 49.622780, 48.915832, 49.733442, 0.018046, 0.325383, 0.015870
1.539443, 1.526440, 1.656597, 1.954469, 2.604956, 3.778586, 6.091630, 9.633120, 12.703721, 3.738215, 2.661427, 2.298415, 2.155126, 42.676090, 43.128741, 44.439594, 45.371452, 46.430369, 47.767255, 49.622780, 48.915832, 49.733442, 50.259782, 0.019706, 0.055558, 0.214286
1.476641, 1.496109, 1.630915, 1.930336, 2.586026, 3.541959, 5.672226, 9.052670, 12.056758, 4.245851, 2.692784, 2.332521, 2.192374, 43.128741, 44.439594, 45.371452, 46.430369, 47.767255, 49.622780, 48.915832, 49.733442, 50.259782, 50.612222, 0.021801, -0.000000, 0.432524
1.453946, 1.476792, 1.614330, 1.917473, 2.423203, 3.322808, 5.273891, 8.459124, 11.430132, 4.690217, 2.899052, 2.357356, 2.221544, 44.439594, 45.371452, 46.430369, 47.767255, 49.622780, 48.915832, 49.733442, 50.259782, 50.612222, 50.405854, 0.025892, -0.000000, 0.691412
1.440674, 1.467411, 1.609146, 1.875997, 2.265095, 3.127804, 4.906809, 7.897680, 10.834124, 14.023475, 3.166609, 2.408868, 2.240994, 45.371452, 46.430369, 47.767255, 49.622780, 48.915832, 49.733442, 50.259782, 50.612222, 50.405854, 49.431156, 0.032095, -0.000000, 0.828135
1.438786, 1.470342, 1.585006, 1.754527, 2.129108, 2.965040, 4.583000, 7.388278, 10.279426, 13.535241, 3.390914, 2.597133, 2.248693, 46.430369, 47.767255, 49.622780, 48.915832, 49.733442, 50.259782, 50.612222, 50.405854, 49.431156, 48.166576, 0.039392, -0.000000, 0.964858
1.449129, 1.437355, 1.486505, 1.652692, 2.017545, 2.813230, 4.307478, 6.936172, 9.769783, 13.083299, 3.569813, 2.755264, 2.380260, 47.767255, 49.622780, 48.915832, 49.733442, 50.259782, 50.612222, 50.405854, 49.431156, 48.166576, 46.614920, 0.051457, -0.000000, 1.000000
1.291994, 1.267253, 1.334029, 1.513508, 1.822573, 2.412480, 3.758893, 5.931709, 8.637003, 12.043057, 4.520750, 3.001236, 2.649709, 49.733442, 50.259782, 50.612222, 50.405854, 49.431156, 48.166576, 46.614920, 44.874860, 43.078651, 40.963686, 0.108008, -0.000000, 0.812510
1.271083, 1.256094, 1.332657, 1.483373, 1.763068, 2.372696, 3.594401, 5.680336, 8.388634, 11.800547, 4.669744, 3.073283, 2.685302, 50.259782, 50.612222, 50.405854, 49.431156, 48.166576, 46.614920, 44.874860, 43.078651, 40.963686, 39.377744, 0.128689, -0.000000, 0.757820
1.274655, 1.270337, 1.316834, 1.448671, 1.743397, 2.394221, 3.491788, 5.491508, 8.222185, 11.622501, 5.023960, 3.188543, 2.693670, 50.612222, 50.405854, 49.431156, 48.166576, 46.614920, 44.874860, 43.078651, 40.963686, 39.377744, 37.239949, 0.149107, -0.000000, 0.714850
1.296680, 1.251977, 1.294045, 1.437773, 1.753666, 2.451044, 3.432141, 5.341982, 8.105791, 11.483940, 5.251967, 3.263198, 2.684697, 50.405854, 49.431156, 48.166576, 46.614920, 44.874860, 43.078651, 40.963686, 39.377744, 37.239949, 35.816943, 0.171144, -0.000000, 0.667974
1.277050, 1.242047, 1.296121, 1.455795, 1.802613, 2.389213, 3.433889, 5.248954, 8.065455, 11.402659, 5.294566, 3.295032, 2.712534, 49.431156, 48.166576, 46.614920, 44.874860, 43.078651, 40.963686, 39.377744, 37.239949, 35.816943, 34.239483, 0.194756, -0.000000, 0.582034
1.280690, 1.258495, 1.327386, 1.509421, 1.888490, 2.375681, 3.525229, 5.238357, 8.141744, 11.405400, 5.186075, 3.282216, 2.744136, 48.166576, 46.614920, 44.874860, 43.078651, 40.963686, 39.377744, 37.239949, 35.816943, 34.239483, 32.416540, 0.211753, -0.000000, 0.428556
1.565166, 1.535110, 1.615913, 1.833259, 2.276006, 2.784562, 3.930488, 5.904778, 8.832278, 12.180007, 3.956375, 2.886198, 2.551137, 37.239949, 35.816943, 34.239483, 32.416540, 31.600010, 29.604312, 28.802746, 28.043587, 27.383171, 26.909105, 0.294390, 0.083330, -0.000000
2.130380, 2.069724, 2.157411, 2.420090, 2.831043, 3.569148, 4.781114, 6.342462, 9.046165, 11.796038, 2.328128, 1.965710, 1.844152, 28.421913, 29.047163, 28.341806, 28.176724, 28.747775, 27.820833, 28.027246, 27.910140, 27.357769, 27.616866, 0.240071, 0.142855, -0.000000
2.132188, 2.092656, 2.204377, 2.468739, 2.846809, 3.656726, 4.714593, 6.345815, 9.087452, 11.835107, 2.422526, 1.873417, 1.776330, 29.047163, 28.341806, 28.176724, 28.747775, 27.820833, 28.027246, 27.910140, 27.357769, 27.616866, 27.477231, 0.238470, 0.142855, -0.000000
2.150844, 2.132841, 2.271230, 2.469816, 2.887072, 3.785305, 4.671063, 6.386554, 9.173093, 11.913668, 2.468254, 1.771892, 1.698000, 28.341806, 28.176724, 28.747775, 27.820833, 28.027246, 27.910140, 27.357769, 27.616866, 27.477231, 27.360405, 0.241785, 0.142855, -0.000000
2.424129, 2.446216, 2.595522, 2.697314, 3.021597, 3.682351, 4.999909, 7.008476, 9.280693, 14.359809, 2.115359, 1.670795, 1.466102, 27.616866, 27.477231, 27.360405, 26.870768, 27.425071, 26.583361, 26.770157, 26.615350, 26.209938, 26.493007, 0.247980, 0.273793, -0.000000
2.397689, 2.303681, 2.374511, 2.630069, 3.194220, 4.454461, 8.288666, 24.139626, 6.658254, 2.971773, 1.878214, 1.515552, 1.349894, 27.932631, 28.588287, 28.933749, 29.268815, 33.966632, 29.828567, 29.558774, 60.072982, 30.705920, 30.081318, 0.071353, 1.000000, -0.000000
2.313800, 2.230095, 2.305921, 2.563147, 3.127972, 4.398120, 8.363152, 24.056158, 6.649783, 3.194629, 2.014015, 1.590019, 1.421427, 28.588287, 28.933749, 29.268815, 33.966632, 29.828567, 29.558774, 60.072982, 30.705920, 30.081318, 31.375364, 0.067550, 1.000000, -0.000000
2.232655, 2.158735, 2.239278, 2.498051, 3.063740, 4.344993, 8.457387, 23.970184, 6.632235, 3.402884, 2.172970, 1.669701, 1.490658, 28.933749, 29.268815, 33.966632, 29.828567, 29.558774, 60.072982, 30.705920, 30.081318, 31.375364, 32.067477, 0.063990, 1.000000, -0.000000
2.154282, 2.089602, 2.174587, 2.434789, 3.001418, 4.294779, 8.572061, 23.847805, 6.608310, 3.526654, 2.326265, 1.798735, 1.557623, 29.268815, 33.966632, 29.828567, 29.558774, 60.072982, 30.705920, 30.081318, 31.375364, 32.067477, 32.927987, 0.060974, 1.000000, -0.000000
2.078859, 2.022893, 2.112056, 2.373595, 2.941305, 4.248145, 8.711308, 23.641117, 6.578086, 3.586112, 2.473908, 1.924637, 1.671578, 33.966632, 29.828567, 29.558774, 60.072982, 30.705920, 30.081318, 31.375364, 32.067477, 32.927987, 33.791045, 0.057666, 1.000000, -0.000000
2.006183, 1.958325, 2.051243, 2.313818, 2.882352, 4.202632, 8.868052, 23.420328, 6.548407, 3.641400, 2.617251, 2.048265, 1.786056, 29.828567, 29.558774, 60.072982, 30.705920, 30.081318, 31.375364, 32.067477, 32.927987, 33.791045, 34.661893, 0.054719, 1.000000, -0.000000
1.936507, 1.896186, 1.992544, 2.255965, 2.825225, 4.159550, 9.049078, 23.186310, 6.517145, 3.691710, 2.711890, 2.169287, 1.898961, 29.558774, 60.072982, 30.705920, 30.081318, 31.375364, 32.067477, 32.927987, 33.791045, 34.661893, 35.552606, 0.052748, 1.000000, -0.000000
1.870050, 1.836773, 1.936337, 2.200549, 2.770772, 4.120659, 9.264251, 22.940645, 6.481057, 3.736212, 2.764644, 2.287259, 2.009951, 60.072982, 30.705920, 30.081318, 31.375364, 32.067477, 32.927987, 33.791045, 34.661893, 35.552606, 36.473450, 0.050424, 1.000000, -0.000000
1.806497, 1.779724, 1.882125, 2.146927, 2.717905, 4.083481, 9.506925, 22.677664, 6.445977, 3.777047, 2.814332, 2.360423, 2.119635, 30.705920, 30.081318, 31.375364, 32.067477, 32.927987, 33.791045, 34.661893, 35.552606, 36.473450, 37.400274, 0.048520, 1.000000, -0.000000
1.746308, 1.725595, 1.830680, 2.096032, 2.668062, 4.051013, 10.480294, 22.400711, 6.407169, 3.812601, 2.859991, 2.409131, 2.215175, 30.081318, 31.375364, 32.067477, 32.927987, 33.791045, 34.661893, 35.552606, 36.473450, 37.400274, 38.352190, 0.047228, 1.000000, -0.000000
1.689989, 1.675031, 1.782772, 2.049005, 2.623063, 4.027142, 11.978113, 22.114569, 6.359008, 3.840800, 2.900299, 2.453664, 2.263659, 31.375364, 32.067477, 32.927987, 33.791045, 34.661893, 35.552606, 36.473450, 37.400274, 38.352190, 39.305937, 0.044582, 1.000000, -0.000000
1.636439, 1.626660, 1.736629, 2.003398, 2.578973, 4.003304, 12.499015, 21.802773, 6.316776, 3.867545, 2.938630, 2.496230, 2.310238, 32.067477, 32.927987, 33.791045, 34.661893, 35.552606, 36.473450, 37.400274, 38.352190, 39.305937, 40.262846, 0.042181, 1.000000, -0.000000
1.590505, 1.587079, 1.701371, 1.972497, 2.558371, 4.032251, 13.059245, 21.560530, 6.201208, 3.862327, 2.958189, 2.526213, 2.347716, 32.927987, 33.791045, 34.661893, 35.552606, 36.473450, 37.400274, 38.352190, 39.305937, 40.262846, 41.326403, 0.039449, 1.000000, -0.000000
1.551228, 1.553049, 1.670934, 1.945811, 2.540933, 4.061184, 13.365599, 21.223421, 6.106770, 3.858019, 2.974938, 2.552109, 2.380319, 33.791045, 34.661893, 35.552606, 36.473450, 37.400274, 38.352190, 39.305937, 40.262846, 41.326403, 42.345773, 0.033268, 1.000000, -0.000000
1.512963, 1.518793, 1.638818, 1.915238, 2.514773, 4.066437, 13.555948, 20.842505, 6.054828, 3.866873, 2.997422, 2.580597, 2.413739, 34.661893, 35.552606, 36.473450, 37.400274, 38.352190, 39.305937, 40.262846, 41.326403, 42.345773, 45.957584, 0.031518, 1.000000, -0.000000
1.474978, 1.484365, 1.606060, 1.883284, 2.485902, 4.065350, 13.719666, 20.435955, 6.014517, 3.878895, 3.021293, 2.609811, 2.447553, 35.552606, 36.473450, 37.400274, 38.352190, 39.305937, 40.262846, 41.326403, 42.345773, 45.957584, 42.872762, 0.029313, 1.000000, -0.000000
1.442279, 1.454765, 1.577984, 1.856111, 2.462064, 4.069492, 13.615439, 20.014978, 5.975868, 3.887393, 3.040968, 2.634619, 2.476755, 36.473450, 37.400274, 38.352190, 39.305937, 40.262846, 41.326403, 42.345773, 45.957584, 42.872762, 42.735005, 0.027671, 1.000000, -0.000000
1.413338, 1.428662, 1.553383, 1.832649, 2.442525, 4.079841, 13.497119, 19.586697, 5.935585, 3.892260, 3.057134, 2.656117, 2.502666, 37.400274, 38.352190, 39.305937, 40.262846, 41.326403, 42.345773, 45.957584, 42.872762, 42.735005, 46.687373, 0.025749, 1.000000, -0.000000
1.384436, 1.402239, 1.528023, 1.807742, 2.420006, 4.082701, 13.338428, 19.130989, 5.906159, 3.900719, 3.074998, 2.678470, 2.529000, 38.352190, 39.305937, 40.262846, 41.326403, 42.345773, 45.957584, 42.872762, 42.735005, 46.687373, 43.666743, 0.023802, 1.000000, -0.000000
1.361851, 1.382268, 1.509813, 1.791524, 2.409773, 4.110036, 13.211336, 18.682611, 5.858002, 3.897567, 3.084297, 2.693821, 2.549117, 39.305937, 40.262846, 41.326403, 42.345773, 45.957584, 42.872762, 42.735005, 46.687373, 43.666743, 43.536686, 0.021707, 1.000000, -0.000000
1.341423, 1.364085, 1.493058, 1.776307, 2.399596, 4.133371, 13.047161, 18.216665, 5.818836, 3.896121, 3.093354, 2.708100, 2.567585, 40.262846, 41.326403, 42.345773, 45.957584, 42.872762, 42.735005, 46.687373, 43.666743, 43.536686, 47.410988, 0.018467, 1.000000, -0.000000
1.318436, 1.342424, 1.471494, 1.753891, 2.376475, 4.232800, 12.771720, 17.698526, 5.812146, 3.908499, 3.110297, 2.727363, 2.589326, 41.326403, 42.345773, 45.957584, 42.872762, 42.735005, 46.687373, 43.666743, 43.536686, 47.410988, 44.456505, 0.017552, 1.000000, -0.000000
1.299968, 1.325608, 1.455505, 1.738581, 2.364095, 4.811056, 12.533244, 17.190479, 5.648509, 3.910759, 3.120199, 2.741173, 2.606462, 42.345773, 45.957584, 42.872762, 42.735005, 46.687373, 43.666743, 43.536686, 47.410988, 44.456505, 44.331747, 0.016722, 1.000000, -0.000000
1.284257, 1.311480, 1.442350, 1.726467, 2.355711, 5.127085, 12.174641, 16.675287, 5.449322, 3.909975, 3.127367, 2.752391, 2.621022, 45.957584, 42.872762, 42.735005, 46.687373, 43.666743, 43.536686, 47.410988, 44.456505, 44.331747, 47.378990, 0.015200, 1.000000, -0.000000
1.267462, 1.295757, 1.426836, 1.710642, 2.340292, 5.138968, 11.728662, 16.122759, 5.258187, 3.916742, 3.138634, 2.766073, 2.637000, 42.872762, 42.735005, 46.687373, 43.666743, 43.536686, 47.410988, 44.456505, 44.331747, 47.378990, 45.334541, 0.014368, 1.000000, -0.000000
1.254679, 1.284425, 1.416483, 1.701591, 2.425424, 5.179631, 11.294682, 15.580412, 5.057411, 3.913705, 3.143303, 2.774725, 2.648885, 42.735005, 46.687373, 43.666743, 43.536686, 47.410988, 44.456505, 44.331747, 47.378990, 45.334541, 45.506280, 0.014026, 1.000000, -0.000000
1.244453, 1.275594, 1.408869, 1.695694, 2.649937, 5.228318, 10.854762, 15.030438, 4.854991, 3.870141, 3.145266, 2.780902, 2.658359, 46.687373, 43.666743, 43.536686, 47.410988, 44.456505, 44.331747, 47.378990, 45.334541, 45.506280, 48.192148, 0.012749, 1.000000, -0.000000
1.233883, 1.266057, 1.399973, 1.808329, 2.876193, 5.223504, 10.384229, 14.447570, 4.657024, 3.718903, 3.149938, 2.788491, 2.668390, 43.666743, 43.536686, 47.410988, 44.456505, 44.331747, 47.378990, 45.334541, 45.506280, 48.192148, 46.546578, 0.011989, 1.000000, -0.000000
1.226509, 1.281184, 1.498195, 1.952099, 2.904055, 5.110406, 9.921124, 13.870641, 4.452442, 3.562898, 3.149479, 2.792180, 2.675189, 43.536686, 47.410988, 44.456505, 44.331747, 47.378990, 45.334541, 45.506280, 48.192148, 46.546578, 46.863805, 0.011977, 1.000000, -0.000000
1.276880, 1.374260, 1.609651, 2.099776, 2.916657, 5.000988, 9.454168, 13.288290, 4.563586, 3.404365, 3.015657, 2.793208, 2.679454, 47.410988, 44.456505, 44.331747, 47.378990, 45.334541, 45.506280, 48.192148, 46.546578, 46.863805, 49.671814, 0.011042, 0.988281, -0.000000
1.363755, 1.469255, 1.723122, 2.100693, 2.925027, 4.874745, 8.959903, 12.675961, 4.947330, 3.245443, 2.878099, 2.748541, 2.683715, 44.456505, 44.331747, 47.378990, 45.334541, 45.506280, 48.192148, 46.546578, 46.863805, 49.671814, 47.872292, 0.010501, 0.671870, 0.158727
1.453445, 1.562419, 1.736655, 2.107630, 2.943473, 4.764956, 8.477900, 12.055595, 5.293554, 3.083191, 2.737970, 2.617808, 2.684766, 44.331747, 47.378990, 45.334541, 45.506280, 48.192148, 46.546578, 46.863805, 49.671814, 47.872292, 48.123377, 0.010667, 0.174594, 0.472213
1.517607, 1.566101, 1.743193, 2.119493, 2.908615, 4.667412, 8.009563, 11.439763, 14.788800, 3.071864, 2.598170, 2.487218, 2.554739, 47.378990, 45.334541, 45.506280, 48.192148, 46.546578, 46.863805, 49.671814, 47.872292, 48.123377, 51.025181, 0.010099, -0.000000, 0.660161
1.521104, 1.571468, 1.751432, 2.133152, 2.836338, 4.573426, 7.551446, 10.835279, 14.171893, 3.254576, 2.461618, 2.359159, 2.425914, 45.334541, 45.506280, 48.192148, 46.546578, 46.863805, 49.671814, 47.872292, 48.123377, 51.025181, 48.630388, 0.010271, -0.000000, 0.781259
1.526375, 1.578564, 1.761481, 2.106841, 2.768766, 4.371412, 7.106852, 10.247034, 13.572691, 3.425347, 2.496331, 2.233971, 2.299577, 45.506280, 48.192148, 46.546578, 46.863805, 49.671814, 47.872292, 48.123377, 51.025181, 48.630388, 47.428118, 0.012009, -0.000000, 0.902356
1.534638, 1.588925, 1.756966, 2.057441, 2.710141, 4.184432, 6.684036, 9.685990, 12.999789, 3.579189, 2.615551, 2.167017, 2.175247, 48.192148, 46.546578, 46.863805, 49.671814, 47.872292, 48.123377, 51.025181, 48.630388, 47.428118, 45.872856, 0.014852, -0.000000, 0.945326
1.546885, 1.588483, 1.719330, 2.017029, 2.664428, 4.018856, 6.289332, 9.160849, 12.460498, 3.710804, 2.720657, 2.258638, 2.053970, 46.546578, 46.863805, 49.671814, 47.872292, 48.123377, 51.025181, 48.630388, 47.428118, 45.872856, 44.262724, 0.018095, -0.000000, 0.957045
1.545323, 1.558136, 1.689392, 1.986175, 2.632567, 3.875879, 5.923116, 8.672105, 11.955086, 4.283379, 2.810995, 2.339160, 2.130957, 46.863805, 49.671814, 47.872292, 48.123377, 51.025181, 48.630388, 47.428118, 45.872856, 44.262724, 42.538391, 0.022562, -0.000000, 0.953139
1.519860, 1.535292, 1.668066, 1.966102, 2.587293, 3.757944, 5.586680, 8.221052, 11.484668, 4.845154, 2.885327, 2.407670, 2.197944, 49.671814, 47.872292, 48.123377, 51.025181, 48.630388, 47.428118, 45.872856, 44.262724, 42.538391, 40.684302, 0.027423, -0.000000, 0.953139
1.501602, 1.520077, 1.655422, 1.956962, 2.506836, 3.665075, 5.278930, 7.806129, 11.047711, 14.218977, 2.943995, 2.464317, 2.254994, 47.872292, 48.123377, 51.025181, 48.630388, 47.428118, 45.872856, 44.262724, 42.538391, 40.684302, 38.843279, 0.033570, -0.000000, 0.949232
1.491099, 1.513138, 1.652373, 1.950511, 2.443700, 3.600600, 5.001726, 7.429591, 10.646032, 13.862531, 3.178546, 2.508415, 2.301576, 48.123377, 51.025181, 48.630388, 47.428118, 45.872856, 44.262724, 42.538391, 40.684302, 38.843279, 37.068737, 0.041151, -0.000000, 0.949232
1.549574, 1.550314, 1.666718, 1.939108, 2.471325, 3.021511, 4.260052, 6.360193, 9.345154, 12.656320, 3.711149, 2.819057, 2.410212, 44.262724, 42.538391, 40.684302, 38.843279, 37.068737, 35.286938, 33.519522, 31.737957, 30.085646, 28.340110, 0.134251, -0.000000, 0.605472
1.574432, 1.586245, 1.718433, 2.018195, 2.416268, 2.987938, 4.297368, 6.366335, 9.273979, 12.567581, 3.712884, 2.820607, 2.434208, 42.538391, 40.684302, 38.843279, 37.068737, 35.286938, 33.519522, 31.737957, 30.085646, 28.340110, 27.013648, 0.156116, -0.000000, 0.357128
1.615020, 1.639797, 1.791789, 2.105295, 2.386485, 2.990215, 4.291743, 6.346105, 9.263550, 12.526827, 3.768690, 2.797549, 2.438631, 40.684302, 38.843279, 37.068737, 35.286938, 33.519522, 31.737957, 30.085646, 28.340110, 27.013648, 25.346713, 0.171782, -0.000000, 0.031739
1.665447, 1.704333, 1.878886, 2.070930, 2.370496, 3.012012, 4.270303, 6.350700, 9.279420, 12.506084, 3.787472, 2.765446, 2.434411, 38.843279, 37.068737, 35.286938, 33.519522, 31.737957, 30.085646, 28.340110, 27.013648, 25.346713, 24.372152, 0.184057, -0.000000, -0.000000
1.729265, 1.784482, 1.924179, 2.053344, 2.375469, 3.066064, 4.282624, 6.402556, 9.347178, 12.524141, 3.757483, 2.718655, 2.417432, 37.068737, 35.286938, 33.519522, 31.737957, 30.085646, 28.340110, 27.013648, 25.346713, 24.372152, 23.551076, 0.194813, -0.000000, -0.000000
1.804383, 1.878046, 1.904170, 2.050143, 2.398529, 3.148919, 4.323844, 6.495232, 9.458388, 12.572628, 3.703103, 2.662716, 2.391438, 35.286938, 33.519522, 31.737957, 30.085646, 28.340110, 27.013648, 25.346713, 24.372152, 23.551076, 22.955858, 0.202435, -0.000000, -0.000000
1.967126, 1.943612, 2.061794, 2.346660, 2.716615, 3.509780, 4.891167, 7.025596, 9.974683, 12.955966, 3.122596, 2.364242, 2.074542, 25.346713, 24.372152, 23.551076, 22.955858, 22.846992, 22.173632, 22.120591, 21.877491, 21.475506, 21.473874, 0.223268, 0.301579, -0.000000
1.996114, 1.990118, 2.131495, 2.357342, 2.762030, 3.628567, 5.034131, 7.132825, 9.993670, 13.063263, 3.019647, 2.329127, 2.011315, 24.372152, 23.551076, 22.955858, 22.846992, 22.173632, 22.120591, 21.877491, 21.475506, 21.473874, 22.165012, 0.218844, 0.329351, -0.000000
2.036941, 2.049518, 2.188060, 2.381952, 2.826751, 3.672268, 5.222547, 7.279385, 10.035645, 13.132826, 2.912235, 2.286284, 1.997801, 23.551076, 22.955858, 22.846992, 22.173632, 22.120591, 21.877491, 21.475506, 21.473874, 22.165012, 21.779751, 0.212848, 0.369024, -0.000000
1.272319, 1.142963, 1.106268, 1.147408, 1.282392, 1.575341, 2.194579, 3.228549, 5.218733, 7.963569, 11.800603, 6.720477, 3.637079, 38.609228, 32.199954, 31.791334, 32.549201, 32.350396, 32.175550, 31.846898, 31.902622, 30.938997, 30.679560, 0.227508, -0.000000, -0.000000
1.164672, 1.059647, 1.037273, 1.087897, 1.232149, 1.541973, 2.083340, 3.183316, 5.093519, 7.968087, 11.899005, 6.597878, 3.743637, 32.199954, 31.791334, 32.549201, 32.350396, 32.175550, 31.846898, 31.902622, 30.938997, 30.679560, 30.217740, 0.242495, -0.000000, -0.000000
1.084038, 0.998975, 0.989314, 1.049934, 1.206369, 1.530529, 1.999668, 3.197769, 5.006156, 8.046198, 12.073385, 6.419847, 3.814137, 31.791334, 32.549201, 32.350396, 32.175550, 31.846898, 31.902622, 30.938997, 30.679560, 30.217740, 29.352652, 0.255049, -0.000000, -0.000000
